edges,label
"(9812042, 7061)",1
"(5007, 4085)",1
"(106186, 104026)",1
"(9912132, 9156)",1
"(9812219, 3187)",1
"(9209062, 2026)",1
"(9711162, 9163)",1
"(9402119, 107140)",1
"(9406160, 2058)",1
"(9810003, 111027)",0
"(9304154, 2182)",1
"(7153, 1084)",1
"(9607163, 11008)",1
"(9807197, 12267)",1
"(9206097, 109202)",1
"(106243, 104195)",1
"(6145, 3037)",1
"(105182, 105100)",1
"(9301042, 103011)",1
"(106240, 106145)",1
"(9608024, 8205)",1
"(9511154, 12122)",1
"(107082, 103252)",1
"(7012, 3025)",1
"(9909070, 4111)",1
"(9404162, 107140)",1
"(9704029, 11202)",1
"(105129, 105058)",1
"(9911043, 109099)",1
"(9910053, 4072)",1
"(9301042, 101147)",1
"(110268, 106048)",1
"(9801030, 9054)",1
"(9811156, 6022)",1
"(9810188, 11094)",1
"(9807007, 102140)",1
"(9506146, 3089)",1
"(9903203, 101134)",1
"(9905111, 106191)",1
"(9912204, 9904007)",1
"(9803066, 102110)",1
"(9801030, 103239)",1
"(9906064, 1013)",1
"(9410193, 105054)",0
"(9802109, 108122)",1
"(11119, 10160)",1
"(9181, 8146)",1
"(9806087, 5197)",1
"(9902131, 2200)",1
"(9016, 3103)",1
"(9712084, 12137)",1
"(7140, 3012)",1
"(9812135, 11226)",1
"(105136, 101118)",1
"(9806021, 106140)",1
"(9412078, 106052)",1
"(9907158, 11219)",1
"(9912001, 7177)",1
"(9906064, 106097)",1
"(9802085, 105284)",1
"(104126, 6047)",1
"(9912075, 101196)",1
"(9812090, 8093)",1
"(9910267, 7222)",1
"(9404125, 9807184)",0
"(107243, 101194)",1
"(9904182, 2131)",1
"(9803259, 102090)",1
"(9803205, 10282)",1
"(9411198, 107002)",1
"(9903106, 102111)",1
"(9909121, 2099)",1
"(9909134, 5001)",1
"(9905012, 6068)",1
"(9503115, 103246)",1
"(10143, 6202)",1
"(9905148, 8209)",1
"(9205086, 7150)",1
"(9610238, 3139)",1
"(9905148, 104155)",1
"(105059, 1084)",1
"(9912188, 6189)",1
"(101011, 12258)",1
"(111104, 3059)",1
"(9610236, 2131)",1
"(9810169, 108172)",1
"(6235, 5129)",1
"(9308067, 1082)",0
"(111145, 110066)",1
"(9252, 8214)",1
"(9808141, 6122)",1
"(9912049, 9604103)",1
"(10198, 8250)",1
"(9906194, 2172)",1
"(9907070, 9907006)",1
"(9903258, 109105)",1
"(107233, 4005)",1
"(110288, 3263)",1
"(9710230, 5153)",1
"(108142, 105038)",1
"(9608110, 6175)",1
"(9907145, 109192)",1
"(9610043, 107068)",1
"(9701053, 4037)",1
"(9801166, 103011)",1
"(9711200, 103171)",1
"(6071, 5031)",1
"(9812219, 9190)",1
"(101042, 1082)",0
"(105238, 3101)",1
"(9811192, 105019)",1
"(9903123, 5029)",1
"(9908018, 105263)",1
"(9912043, 9811022)",1
"(9905180, 8130)",1
"(9803186, 2118)",1
"(9207111, 7087)",1
"(9810003, 9810247)",0
"(9504032, 12062)",1
"(9910053, 9101)",1
"(9301042, 104147)",1
"(10046, 5033)",1
"(9912239, 111189)",1
"(102137, 7140)",1
"(101082, 3136)",1
"(9605199, 1051)",1
"(9910058, 9110)",1
"(9710191, 107168)",1
"(112189, 101199)",1
"(108052, 3136)",1
"(11144, 2161)",1
"(9811077, 108047)",1
"(9609217, 102080)",1
"(109124, 11123)",1
"(9709158, 1096)",1
"(9208027, 11033)",1
"(9512078, 7236)",1
"(108156, 107233)",1
"(112015, 107138)",1
"(9809136, 107123)",1
"(9703128, 9508102)",0
"(109015, 8120)",1
"(108245, 104208)",1
"(9802109, 5054)",1
"(105311, 11099)",1
"(9711039, 8250)",1
"(9810064, 6189)",1
"(10160, 3137)",1
"(101196, 1218)",1
"(109045, 8175)",1
"(9411057, 9060)",1
"(102189, 7077)",0
"(9703059, 6194)",1
"(11048, 9135)",1
"(9904041, 106178)",1
"(105148, 9086)",1
"(108017, 6146)",1
"(9601080, 107096)",1
"(9909140, 8194)",1
"(9812073, 2002)",1
"(9604129, 103021)",1
"(9806024, 6070)",1
"(9407061, 9403005)",0
"(9905012, 103147)",1
"(9810251, 111224)",1
"(9603053, 104097)",1
"(9201079, 105321)",1
"(9910017, 9805171)",1
"(9905210, 6030)",1
"(9510224, 1168)",1
"(9610096, 105145)",0
"(9902121, 7062)",1
"(103136, 1068)",1
"(111142, 102077)",1
"(9903210, 7035)",1
"(9706099, 3265)",1
"(10061, 9060)",1
"(9812196, 7170)",1
"(9511030, 109070)",1
"(112045, 111238)",1
"(105094, 11038)",1
"(9906070, 9805131)",1
"(9704089, 1054)",1
"(112226, 110062)",1
"(9308140, 101090)",1
"(9808151, 106250)",1
"(8030, 5040)",1
"(9912070, 4002)",1
"(9701055, 6141)",1
"(8141, 7191)",1
"(10026, 8247)",1
"(5167, 3076)",1
"(9906192, 110191)",1
"(9910054, 9702201)",1
"(9306102, 102069)",1
"(9911041, 104021)",1
"(106018, 7046)",1
"(9607164, 105308)",1
"(9905212, 9903226)",1
"(9312180, 110276)",1
"(9912114, 9910060)",1
"(9606052, 1121)",1
"(8091, 3136)",1
"(106036, 8252)",1
"(9803171, 106249)",1
"(9910246, 9603003)",1
"(9812239, 105139)",1
"(109101, 108010)",1
"(9512077, 106061)",1
"(9510017, 3241)",1
"(105115, 7153)",1
"(102113, 9244)",1
"(9409089, 6024)",1
"(108017, 5025)",1
"(9809103, 108198)",1
"(9303143, 106231)",1
"(9805150, 12031)",1
"(9607180, 3015)",0
"(9710166, 9239)",1
"(9611173, 2086)",1
"(112169, 105175)",1
"(9603140, 11197)",1
"(105151, 102032)",1
"(9704131, 107009)",1
"(107176, 105032)",1
"(9903212, 2047)",1
"(9904135, 101057)",1
"(9908142, 9067)",1
"(102164, 102007)",1
"(5197, 3147)",1
"(9910268, 9705220)",1
"(9808075, 2116)",1
"(9608167, 109029)",1
"(3174, 2072)",1
"(9802203, 10072)",1
"(9402113, 106068)",1
"(9904207, 2061)",1
"(9909011, 5125)",1
"(9409089, 104141)",1
"(7131, 3180)",1
"(107195, 6047)",1
"(9403129, 9407079)",0
"(9912288, 1213)",1
"(105258, 9211)",1
"(7254, 5001)",1
"(9712139, 7152)",1
"(106279, 106214)",1
"(9912094, 10027)",1
"(8019, 2158)",1
"(9808100, 106161)",1
"(9401011, 107210)",1
"(9911155, 9805109)",1
"(9704170, 5186)",1
"(112185, 104139)",1
"(9911040, 11182)",1
"(9712117, 6236)",1
"(9802187, 101126)",1
"(9235, 5144)",1
"(9810008, 106191)",1
"(9801024, 6163)",1
"(9405029, 10191)",1
"(9909077, 11024)",1
"(9903239, 7023)",1
"(9501004, 111265)",1
"(9905001, 9805090)",1
"(9912238, 7046)",1
"(9410029, 3190)",1
"(9906194, 9159)",1
"(9510017, 7028)",1
"(9706109, 110274)",1
"(103013, 10264)",1
"(9809070, 1106)",1
"(9604129, 111284)",1
"(2130, 1013)",1
"(9911119, 12267)",1
"(9603142, 110227)",1
"(9712251, 102097)",1
"(9910143, 6201)",1
"(9909010, 102202)",1
"(106203, 106127)",1
"(9912088, 9905224)",1
"(9811152, 2170)",1
"(9809119, 2043)",1
"(9912249, 3122)",1
"(9911034, 9606043)",1
"(9809027, 105113)",1
"(9906161, 6112)",1
"(9506041, 3232)",1
"(9806044, 5067)",1
"(9507158, 10192)",1
"(9805217, 106116)",1
"(12072, 5040)",1
"(9812009, 3276)",1
"(102042, 4126)",1
"(9807059, 8169)",1
"(9708147, 3231)",1
"(9810070, 2006)",1
"(3131, 2016)",1
"(9507050, 7126)",1
"(9502096, 108130)",1
"(9804083, 10141)",1
"(9312207, 8233)",1
"(9605053, 7213)",1
"(9905111, 5047)",1
"(9812021, 9710116)",1
"(9512036, 101090)",1
"(9612116, 12062)",1
"(106005, 105108)",1
"(9912012, 107032)",1
"(9912249, 5031)",1
"(102151, 8203)",1
"(105311, 104045)",1
"(9912141, 10100)",1
"(9407061, 12248)",0
"(106245, 106120)",1
"(9603133, 111209)",1
"(9510135, 2175)",1
"(9709039, 4099)",1
"(9912164, 9702008)",1
"(9906064, 11118)",1
"(108052, 7018)",1
"(9911042, 9808014)",1
"(9166, 1024)",1
"(9702174, 109176)",1
"(10221, 7247)",1
"(12222, 12210)",1
"(106048, 7204)",1
"(9906031, 12050)",1
"(102024, 5161)",1
"(12009, 11218)",1
"(9810227, 10117)",1
"(9905012, 108172)",1
"(9507012, 11185)",1
"(107172, 8144)",1
"(9911068, 107155)",1
"(101057, 3074)",1
"(9910132, 2076)",1
"(103155, 11256)",1
"(108062, 11103)",1
"(9906064, 105320)",1
"(11226, 8127)",1
"(9609142, 5263)",1
"(9911082, 106113)",1
"(9910064, 10047)",1
"(101042, 11294)",0
"(9505056, 7172)",0
"(9904109, 104178)",1
"(108043, 2223)",1
"(108076, 12155)",1
"(9911169, 2250)",1
"(9608047, 7243)",1
"(9912001, 112166)",1
"(9810252, 9804015)",0
"(106217, 12037)",1
"(9310122, 8200)",1
"(9610234, 2060)",1
"(9809100, 11018)",1
"(9711084, 3084)",1
"(9712186, 107152)",1
"(9407190, 7049)",1
"(9603097, 103007)",1
"(9507018, 107151)",1
"(9908056, 102007)",1
"(9707262, 101161)",1
"(107034, 3067)",1
"(105320, 1033)",1
"(104009, 1113)",1
"(9910105, 7172)",0
"(9905159, 3050)",1
"(9803135, 3136)",1
"(110064, 106113)",1
"(9711002, 2209)",1
"(9510135, 104154)",1
"(9901128, 11247)",1
"(9901076, 103231)",1
"(12198, 8125)",1
"(11218, 5272)",1
"(9611050, 108174)",1
"(9802042, 1057)",1
"(9701091, 6238)",1
"(9907112, 7090)",1
"(9706079, 8167)",1
"(9910091, 109162)",1
"(12137, 2223)",1
"(9610142, 6028)",1
"(8144, 2158)",1
"(9402113, 6122)",1
"(9802109, 105170)",1
"(10016, 5036)",1
"(9806146, 10200)",1
"(9910053, 10122)",1
"(8141, 3075)",1
"(9604129, 103177)",1
"(9912284, 2008)",1
"(108245, 107177)",1
"(9709147, 8156)",1
"(111082, 2160)",1
"(9709013, 2150)",1
"(9911202, 9904017)",1
"(9406037, 12062)",1
"(9908064, 10279)",1
"(9908142, 9190)",1
"(9711110, 4119)",1
"(9906064, 4056)",1
"(9808139, 1093)",1
"(103155, 10055)",1
"(106054, 104023)",1
"(9306069, 11255)",1
"(110087, 106113)",1
"(9604042, 12075)",1
"(105174, 1037)",1
"(9905111, 101099)",1
"(9804124, 102153)",1
"(9912049, 9410073)",1
"(9510087, 4138)",1
"(109209, 8092)",1
"(110215, 7089)",1
"(8074, 1113)",1
"(9302047, 101158)",1
"(9603142, 10193)",1
"(111229, 106186)",1
"(9812088, 12193)",1
"(9612128, 4136)",1
"(9803015, 108101)",1
"(9910246, 9607229)",1
"(9607180, 3019)",0
"(9805069, 8186)",1
"(9408025, 106152)",1
"(9911195, 7109)",1
"(9712072, 3131)",1
"(103079, 101087)",1
"(9804174, 6028)",1
"(9912081, 110111)",1
"(9705099, 110167)",1
"(9048, 4111)",1
"(9905181, 9812216)",1
"(9811130, 7048)",1
"(8048, 1041)",1
"(9811156, 7250)",1
"(9906118, 4090)",1
"(104232, 3075)",1
"(9507117, 103062)",0
"(9810129, 10252)",1
"(9910219, 10133)",1
"(5059, 2075)",1
"(9404008, 102192)",1
"(9912250, 9106)",1
"(9507117, 11294)",0
"(109017, 3050)",0
"(102101, 101159)",1
"(9712071, 102006)",1
"(107198, 106140)",1
"(9903205, 103024)",1
"(9909072, 12081)",1
"(9909075, 3069)",1
"(9909199, 10121)",1
"(9406013, 10254)",1
"(9910196, 7204)",1
"(9907131, 11017)",1
"(109186, 5204)",1
"(9706109, 104266)",1
"(9704161, 102046)",1
"(109121, 11095)",1
"(9501059, 110261)",1
"(9611159, 11018)",1
"(8205, 3227)",1
"(12024, 8118)",1
"(9909013, 2111)",1
"(9189, 2237)",1
"(9605199, 105291)",1
"(9601141, 1094)",1
"(9506026, 4012)",1
"(9805156, 108106)",1
"(9805131, 106186)",1
"(7089, 6202)",1
"(9909022, 106260)",1
"(9910132, 8111)",1
"(9704129, 109155)",1
"(9612128, 1103)",1
"(9904143, 108147)",1
"(9912183, 9307001)",1
"(9905070, 108151)",1
"(9411048, 102121)",1
"(105051, 4147)",1
"(9904054, 110036)",1
"(9901154, 6010)",1
"(109176, 106011)",1
"(9808016, 103231)",1
"(9908047, 107232)",1
"(9510209, 2047)",1
"(107259, 106276)",1
"(9511043, 3059)",1
"(9910011, 3218)",1
"(111290, 107071)",1
"(9604091, 2211)",1
"(9909215, 8119)",1
"(9608034, 104163)",1
"(11131, 9101)",1
"(9401139, 107184)",1
"(106209, 104239)",1
"(9801020, 110209)",1
"(9802010, 6217)",1
"(9510028, 102109)",1
"(104133, 11099)",1
"(9911001, 107252)",1
"(9506001, 102173)",0
"(9705216, 108083)",1
"(109096, 103198)",1
"(2232, 1091)",1
"(9712117, 7083)",1
"(9210127, 9089)",1
"(103229, 103188)",1
"(9909058, 102114)",1
"(9608013, 103004)",1
"(11017, 10217)",1
"(9905111, 102155)",1
"(9811004, 11041)",1
"(9911001, 109123)",1
"(111136, 11115)",1
"(9703010, 109067)",1
"(107264, 12213)",1
"(108182, 106015)",1
"(109209, 9142)",1
"(9912118, 6007)",1
"(9805220, 103170)",1
"(109049, 106010)",1
"(105266, 6181)",1
"(9804028, 2140)",1
"(9711200, 1213)",1
"(11107, 1037)",1
"(9905183, 101126)",1
"(9812073, 5065)",1
"(9907178, 12117)",1
"(9204099, 10020)",1
"(9127, 3086)",1
"(9709227, 11239)",1
"(9611090, 10015)",1
"(9905012, 109038)",1
"(9903066, 105033)",1
"(9905111, 106247)",1
"(111015, 4178)",1
"(102056, 6112)",1
"(9704089, 102006)",1
"(9204033, 109017)",0
"(9912179, 9502042)",1
"(9910093, 6184)",1
"(9409061, 8128)",0
"(9905111, 10015)",1
"(9610096, 9804015)",0
"(109141, 6050)",1
"(9810126, 4148)",1
"(103108, 10127)",1
"(5208, 2186)",1
"(9906220, 2249)",1
"(9912001, 107198)",1
"(9903077, 107110)",1
"(6209, 2075)",1
"(9701042, 1018)",1
"(9704163, 5220)",1
"(9603004, 108094)",1
"(12050, 6168)",1
"(105184, 2117)",1
"(9806114, 11163)",1
"(105156, 2117)",1
"(9711200, 9156)",1
"(107086, 103031)",1
"(9607180, 9506001)",0
"(9908046, 112222)",1
"(9909139, 110035)",1
"(106047, 6210)",1
"(9405190, 108031)",1
"(9808149, 111027)",1
"(9904132, 4115)",1
"(9808041, 109183)",1
"(9908142, 105051)",1
"(9911209, 5238)",1
"(105284, 101071)",1
"(9705233, 102089)",1
"(9912193, 9908186)",1
"(9907088, 11044)",1
"(9501049, 7123)",1
"(9510017, 5276)",1
"(9908130, 11048)",1
"(9202053, 5232)",1
"(9904064, 101236)",1
"(106068, 105246)",1
"(3076, 2072)",1
"(108230, 108091)",1
"(9902099, 104235)",1
"(9311177, 9191)",1
"(9602064, 6202)",1
"(9912208, 9808101)",1
"(9912003, 103006)",1
"(11003, 10003)",1
"(9604174, 9403129)",0
"(9502030, 2026)",1
"(9910219, 105007)",1
"(111165, 108219)",1
"(8074, 4133)",1
"(12143, 2161)",1
"(8241, 2044)",1
"(9802109, 8224)",1
"(9701014, 1168)",1
"(9607052, 104068)",1
"(112192, 12110)",1
"(9612222, 4183)",1
"(9612076, 7195)",1
"(9910200, 102150)",1
"(9906118, 109183)",1
"(9803177, 9205)",1
"(9912209, 9903190)",1
"(105039, 101235)",1
"(9903045, 10014)",1
"(9503126, 1067)",1
"(9510017, 4038)",1
"(110093, 109162)",1
"(11141, 11138)",1
"(101001, 4131)",1
"(103103, 9103)",1
"(11029, 8127)",1
"(9708001, 1214)",1
"(9912007, 5168)",1
"(9807080, 103162)",1
"(12105, 7120)",1
"(2170, 2039)",1
"(9608124, 8004)",1
"(9905100, 110132)",1
"(9608125, 110292)",1
"(9407089, 9250)",1
"(111070, 3237)",1
"(9403069, 104107)",1
"(9805106, 6004)",1
"(110103, 2164)",1
"(10292, 2016)",1
"(9809147, 106120)",1
"(9511230, 2240)",1
"(3020, 2072)",1
"(105137, 9083)",1
"(9711166, 106243)",1
"(9711179, 105139)",1
"(9802150, 7222)",1
"(9904116, 106192)",1
"(203114, 105280)",1
"(101050, 7120)",1
"(9811152, 2039)",1
"(9802150, 105019)",1
"(9809027, 107234)",1
"(9702163, 9062)",1
"(112040, 110302)",1
"(9910054, 9805220)",1
"(9602105, 2196)",1
"(9807080, 3183)",1
"(10191, 3075)",1
"(9904054, 10087)",1
"(9509108, 8129)",1
"(9403001, 11197)",1
"(111091, 3290)",1
"(9404108, 2065)",1
"(106262, 103183)",1
"(10004, 4125)",1
"(109216, 104177)",1
"(9702110, 103239)",1
"(9903187, 1215)",1
"(9411219, 5276)",1
"(9206002, 5037)",1
"(9910037, 103164)",1
"(9806042, 106260)",1
"(9909179, 10117)",1
"(9811257, 5192)",1
"(9609026, 8106)",1
"(109200, 1199)",1
"(9707041, 7172)",1
"(9911043, 10141)",1
"(9703166, 102099)",1
"(9803176, 1142)",1
"(9806155, 1143)",1
"(9908072, 111025)",1
"(106152, 7144)",1
"(8213, 6085)",1
"(9711162, 3227)",1
"(9612138, 6197)",1
"(9703059, 107128)",1
"(112045, 107134)",1
"(9906022, 104180)",1
"(9910054, 2127)",1
"(109017, 8184)",0
"(109194, 1113)",1
"(9806138, 101036)",1
"(9510135, 9141)",1
"(9805129, 103058)",1
"(9909100, 9207114)",1
"(9902180, 2008)",1
"(6240, 2237)",1
"(9207094, 104147)",1
"(111225, 102007)",1
"(9911018, 107184)",1
"(9911242, 9801024)",1
"(9703166, 102006)",1
"(9712028, 6010)",1
"(9803235, 107108)",1
"(9303038, 108206)",1
"(9605033, 103177)",1
"(9103, 3278)",1
"(107197, 104099)",1
"(4019, 3281)",1
"(112191, 103230)",1
"(9512059, 107153)",1
"(9612128, 103158)",1
"(9705236, 105318)",1
"(107197, 10240)",1
"(12024, 7181)",1
"(3118, 2091)",1
"(105236, 12185)",1
"(9604181, 4145)",1
"(9904010, 2230)",1
"(9907123, 9411210)",1
"(4159, 3180)",1
"(9902074, 103220)",1
"(9019, 8203)",1
"(9809179, 2028)",1
"(9611058, 7030)",1
"(9505173, 102116)",1
"(104150, 12165)",1
"(9809062, 4168)",1
"(9709107, 7127)",1
"(9705131, 110115)",1
"(106109, 10252)",1
"(9605234, 6190)",1
"(9909101, 103177)",1
"(9711154, 105229)",0
"(9905210, 8130)",1
"(9605146, 108174)",1
"(112207, 3248)",1
"(9309096, 102173)",0
"(9711200, 105113)",1
"(9912217, 101092)",1
"(103023, 8203)",1
"(107158, 104247)",1
"(9706089, 6101)",1
"(9501068, 109152)",1
"(9806199, 107081)",1
"(101031, 3155)",1
"(10094, 2065)",1
"(9911173, 11285)",1
"(10244, 1182)",1
"(9308151, 102053)",1
"(9910267, 108172)",1
"(9601070, 9810003)",0
"(9210124, 4196)",1
"(101081, 12175)",1
"(5239, 1113)",1
"(9809199, 2239)",1
"(9908046, 9603097)",1
"(9301042, 12179)",1
"(9207094, 110288)",1
"(9906064, 3076)",1
"(9811004, 11193)",1
"(6235, 5040)",1
"(9809164, 5169)",1
"(107220, 8065)",1
"(9912132, 9811120)",1
"(9611213, 101210)",1
"(9805170, 109058)",1
"(9512070, 1046)",1
"(9912208, 9510161)",1
"(107172, 8075)",1
"(9910115, 1083)",1
"(9902160, 5211)",1
"(9609016, 12096)",1
"(9912118, 105256)",1
"(110239, 9119)",1
"(9509037, 5158)",1
"(9907131, 3110)",1
"(8227, 2117)",1
"(105051, 11090)",1
"(5160, 4068)",1
"(5045, 2176)",1
"(9910248, 1001)",1
"(9701149, 101064)",1
"(9803053, 10117)",1
"(103068, 5225)",1
"(9910246, 9604097)",1
"(9210065, 106142)",1
"(7243, 5049)",1
"(9805157, 107167)",1
"(9603167, 11060)",1
"(9901140, 10226)",1
"(107062, 106279)",1
"(9711200, 101212)",1
"(9712130, 2077)",1
"(9604179, 106081)",1
"(9810188, 3219)",1
"(9511173, 104068)",1
"(9802183, 108075)",1
"(9510135, 10022)",1
"(112153, 6013)",1
"(9602089, 4020)",1
"(9802032, 8249)",1
"(9805156, 1041)",1
"(9509141, 106046)",1
"(9706109, 1184)",1
"(9803166, 3012)",1
"(9707175, 107205)",1
"(9410193, 9703128)",0
"(104112, 101126)",1
"(12053, 10118)",1
"(9603142, 105158)",1
"(9709199, 2016)",1
"(9505056, 1082)",0
"(9908056, 6119)",1
"(105312, 101162)",1
"(104031, 1024)",1
"(11206, 3160)",1
"(9803015, 5067)",1
"(9811193, 102125)",1
"(104056, 8112)",1
"(9709014, 6122)",1
"(9609138, 106151)",1
"(6073, 3227)",1
"(9602113, 9605014)",0
"(9603133, 8041)",1
"(9908142, 6120)",1
"(103171, 12052)",1
"(9812180, 11080)",1
"(11111, 8128)",1
"(9912254, 9612157)",1
"(9911098, 4147)",1
"(106232, 6236)",1
"(11028, 10066)",1
"(9309023, 6054)",1
"(9803263, 5213)",1
"(107040, 105001)",1
"(106170, 105082)",1
"(9912001, 10232)",1
"(9910093, 103035)",1
"(9911180, 105096)",1
"(9707253, 2239)",1
"(9606040, 107063)",1
"(9510017, 2017)",1
"(109121, 108007)",1
"(9912002, 5217)",1
"(9909198, 9707105)",1
"(107055, 104097)",1
"(11281, 5036)",1
"(9907216, 104056)",1
"(103163, 8080)",1
"(102090, 8184)",0
"(4125, 3103)",1
"(12266, 4071)",1
"(9810155, 3175)",1
"(103239, 1206)",1
"(9406067, 104138)",1
"(9906064, 101019)",1
"(111052, 5213)",1
"(9409061, 9408144)",0
"(9802109, 106078)",1
"(12008, 1151)",1
"(4080, 1215)",1
"(9812031, 5153)",1
"(9707202, 107115)",1
"(9910095, 107204)",1
"(9808006, 10137)",1
"(10004, 9087)",1
"(9806146, 110238)",1
"(9506126, 7035)",1
"(5163, 4142)",1
"(9803002, 8224)",1
"(9612128, 107263)",1
"(4115, 2067)",1
"(9609122, 106269)",1
"(9907122, 4060)",1
"(106150, 7035)",1
"(110050, 12213)",1
"(9707176, 105019)",1
"(9214, 1044)",1
"(11023, 2159)",1
"(108216, 8027)",1
"(107179, 105178)",0
"(110132, 108117)",1
"(104244, 8042)",1
"(108187, 103239)",1
"(9904139, 1221)",1
"(9811232, 104223)",1
"(9603133, 11073)",1
"(9805009, 9216)",1
"(9505073, 8004)",1
"(9907200, 8145)",1
"(9807218, 5088)",1
"(9909213, 3136)",1
"(9809085, 12220)",1
"(9904047, 105039)",1
"(9510169, 2146)",1
"(9603015, 8062)",1
"(9912288, 1211)",1
"(9506170, 101145)",1
"(7255, 6071)",1
"(105151, 12249)",1
"(11166, 2099)",1
"(112227, 111007)",1
"(9512025, 106211)",1
"(9904041, 2118)",1
"(9805005, 1112)",1
"(9912209, 112099)",1
"(109004, 106241)",1
"(9902202, 12118)",1
"(9507012, 10002)",1
"(9811212, 108141)",1
"(7226, 5006)",1
"(107037, 6091)",1
"(9508155, 12079)",1
"(9901021, 2230)",1
"(9704098, 108128)",1
"(9611063, 109092)",1
"(107134, 101083)",1
"(9703217, 105274)",1
"(9905111, 3129)",1
"(9703128, 111239)",0
"(9806235, 8107)",1
"(103011, 8191)",1
"(104190, 11140)",1
"(9181, 5040)",1
"(9803002, 10256)",1
"(9912036, 8090)",1
"(9812219, 101236)",1
"(101038, 6232)",1
"(104176, 103102)",1
"(9503124, 101126)",1
"(102065, 3139)",1
"(109036, 103101)",1
"(110281, 106117)",1
"(9908112, 112070)",1
"(9711162, 10105)",1
"(104017, 8199)",1
"(9810072, 105139)",1
"(9910060, 103034)",1
"(9611042, 103124)",1
"(9402037, 6167)",1
"(9301074, 3027)",1
"(108016, 104026)",1
"(9809057, 3032)",1
"(9906198, 6051)",1
"(9703166, 102041)",1
"(9802109, 4111)",1
"(9702015, 105237)",1
"(9204056, 112091)",1
"(9212088, 8086)",1
"(9908112, 6227)",1
"(9206081, 105069)",1
"(9912132, 6222)",1
"(9711162, 103226)",1
"(9904047, 3257)",1
"(103209, 5048)",1
"(9411134, 108044)",1
"(9710025, 4168)",1
"(9809124, 9172)",1
"(2228, 2054)",1
"(9811237, 105063)",1
"(9610043, 103124)",1
"(9511122, 5233)",1
"(9911253, 105308)",1
"(9605088, 110135)",1
"(105014, 3263)",1
"(9912274, 9711165)",1
"(108057, 103051)",1
"(108215, 11045)",1
"(110074, 2134)",1
"(9803173, 10100)",1
"(10223, 7075)",1
"(9911116, 106096)",1
"(9805038, 108084)",1
"(9703147, 108231)",1
"(9209005, 12173)",1
"(9702163, 3281)",1
"(110055, 4125)",1
"(9512077, 106178)",1
"(9911082, 111093)",1
"(9911002, 110169)",1
"(9805139, 1055)",1
"(9910139, 6230)",1
"(10218, 10108)",1
"(6066, 3136)",1
"(7029, 4124)",1
"(11019, 6236)",1
"(9607124, 11196)",1
"(112186, 7204)",1
"(103163, 12034)",1
"(9812049, 10271)",1
"(9601078, 3298)",1
"(9903123, 9252)",1
"(9901111, 4178)",1
"(9068, 5159)",1
"(111060, 7191)",1
"(9802070, 109212)",1
"(9704093, 3003)",1
"(12009, 9233)",1
"(3296, 2251)",1
"(9407087, 11260)",1
"(6102, 4151)",1
"(108205, 2160)",1
"(107156, 101027)",1
"(9902105, 105247)",1
"(107172, 106217)",1
"(6189, 5049)",1
"(9905159, 103099)",1
"(9910109, 11077)",1
"(9812121, 2250)",1
"(12062, 10264)",1
"(9903246, 110152)",1
"(9701157, 5010)",1
"(9810252, 1082)",0
"(9911104, 7184)",1
"(103187, 103111)",1
"(9912227, 112042)",1
"(9906057, 3235)",1
"(9301114, 102037)",1
"(9510017, 4198)",1
"(110055, 105155)",1
"(9210119, 103036)",1
"(9912084, 105305)",1
"(111144, 2225)",1
"(9802109, 107111)",1
"(9905085, 11044)",1
"(9601070, 12148)",0
"(9904126, 7150)",1
"(9501113, 1169)",1
"(9912132, 107261)",1
"(110055, 9135)",1
"(106026, 105096)",1
"(9704170, 101114)",1
"(9912118, 1002)",1
"(9908201, 108122)",1
"(9910219, 106054)",1
"(9506035, 8138)",1
"(9211088, 9194)",1
"(9301070, 107247)",1
"(9805052, 11265)",1
"(9812025, 3183)",1
"(9912032, 107262)",1
"(8213, 7055)",1
"(9402007, 3168)",1
"(11090, 5006)",1
"(9911219, 8098)",1
"(111079, 7023)",1
"(106120, 11006)",1
"(9309124, 9135)",1
"(105108, 104156)",1
"(9912204, 110055)",1
"(9608117, 105292)",1
"(9805129, 3032)",1
"(9708003, 10242)",1
"(9909176, 1032)",1
"(9912187, 11182)",1
"(9603133, 105304)",1
"(105311, 6056)",1
"(11099, 5204)",1
"(9409037, 12055)",1
"(9706012, 109045)",1
"(112037, 4097)",1
"(9610019, 9229)",1
"(9402031, 1114)",1
"(9907038, 102132)",1
"(103215, 10129)",1
"(9905111, 2188)",1
"(9711162, 8203)",1
"(9503105, 5262)",1
"(101099, 1192)",1
"(9607201, 112233)",1
"(9808095, 111284)",1
"(3226, 3033)",1
"(9405096, 109048)",1
"(9602111, 10270)",1
"(10027, 3145)",1
"(9811232, 1068)",1
"(105054, 104061)",1
"(9902155, 4155)",1
"(9610043, 111151)",1
"(9405171, 110235)",1
"(9911216, 112167)",1
"(9606027, 109072)",1
"(9911055, 7064)",1
"(110071, 109013)",1
"(9406206, 6186)",1
"(9910237, 8201)",1
"(9807184, 9810247)",0
"(9912151, 11017)",1
"(10221, 5204)",1
"(9802109, 102020)",1
"(9712066, 104193)",1
"(9903213, 109127)",1
"(9611097, 11197)",1
"(9906242, 8194)",1
"(9911062, 9706170)",1
"(9803067, 8002)",1
"(12221, 12106)",1
"(9807164, 2116)",1
"(107213, 7191)",1
"(9912249, 8053)",1
"(9908003, 6089)",1
